full_text,compound,polarity
 Tega banget kalian ketawa terhadap perempuan tua yang dihajar sampai bonyok begitu Then Tega banget kalian memakai isu hoax sampah murahan di tengah kondisi rakyat Palu dan Donggala yang sedang menderita karena gempa dan tsunami ,-21,negative
Repost https://t.co/ybB0ZY1ujQ ・・・ Drone Footage Video aerial kerusakan akibat dampak gempa dan tsunami Palu. Tampak pula kerusakan jembatan yang menjadi ikon https://t.co/0BDIA10GWL,-10,negative
#repost : @explorehumanity.id Drone Footage Video aerial kerusakan akibat dampak gempa dan tsunami Palu. Tampak pula kerusakan jembatan yang menjadi ikon kota Palu jembatan Ponulele di muara sungai. Masih banyak... https://t.co/3a22ffzACJ,-11,negative
Order CAN (Calligraphy of Arabic Can) berarti sudah berdonasi untuk Korban Gempa dan Tsunami di DONGGALA &amp; PALU. Cukup bayar 75% dari Harga Aslinya. Sisanya 25% di donasikan ke PALU &amp; https://t.co/ivIkasbSpq,-3,negative
Peduli Sulawesi Tengah Gempa &amp; Tsunami Palu Puluhan ribu kehilangan tempat tinggal dan mengungsi . Salurkan kepedulian Anda melalui rekening kemanusiaan https://t.co/sXLLPUIFNg,-8,negative
I liked a @YouTube video https://t.co/3wQ5jKC7WL Kesaksian Pilot Batik Air Lolos dari Gempa &amp; Tsunami Palu,-3,negative
Anthonius Gunawan Agung: Disebut 'pahlawan nasional' oleh pilot Batik Air yang pesawatnya diselamatkan: Pesawat Batik Air yang dikemudikan oleh pilot Ricosetta Mafella selamat dari gempa bumi dan tsunami di Palu karena aksi petugas pengawas lalu lintas https://t.co/nKYDMHWgqm,-5,negative
Anthonius Gunawan Agung: Disebut 'pahlawan nasional' oleh pilot Batik Air yang pesawatnya diselamatkan: Pesawat Batik Air yang dikemudikan oleh pilot Ricosetta Mafella selamat dari gempa bumi dan tsunami di Palu karena aksi petugas pengawas lalu lintas https://t.co/B3EyncxWCH,-5,negative
Info Menarik Terbaru Tentang (BREAKING NEWS - 175 Pengungsi Gempa Palu dan Donggala Tiba di Juanda Ada yang ...) - https://t.co/bOMXTv8NTD https://t.co/ViX5Z41VCp,-5,negative
@KompasTV Kalo lihat keluhan beberapa pengungsi korban gempa palu dan sekitarnya penanganan seolah tidak merata.. Sebaiknya ada instansi yg menjawab soal ini,-7,negative
Waktu zaman kecil dulu zaman majalah Bobo yg ditunggu2 seminggu sekali si Bobo heboh banget bikin Opera Si Nyamuk. Kalau sekarang kayaknya ada drama baru yang nutupin kehebohan gempa Palu: Opera Si Plastik,-14,negative
Inilah daftar Fasilitas Kesehatan untuk penanganan korban gempa dan tsunami di Kota Palu dan Kabupaten Donggala. via @KemenkesRI #KomisiAndaElshinta https://t.co/o6pntQMRnL,-1,negative
Info Menarik Terbaru Tentang (Setelah Gempa 47 8 Hektar Wilayah Palu Amblas Lebih dari 5000 Bangunan Rusak) - https://t.co/E8OutS8Ubs https://t.co/SSd6luZuvN,-3,negative
Bantu Warga Palu Ini yang Dilakukan Elce Blod Id dan PMI https://t.co/NmBGGvv6Kg GORONTALO - Gerakan donasi untuk korban gempa dan tsunami Palu dan Donggala Sulawesi #Bencana_Alam #Palu_Donggala #Tsunami diterbitkan oleh : Van Robin https://t.co/tF4QYZHyQg,-5,negative
Video ini bukan erupsi Gunung Soputan! #KomisiAndaElshinta hoax tentang gempa dan tsunami di Palu-Donggala https://t.co/iFz1C3PsZE,-5,negative
10 Potret Memilukan Dahsyatnya Gempa Bumi di Kampung Petobo Palu yang Disebut 'Tertelan Bumi' https://t.co/say2r12SpR,-5,negative
Gempa Sulteng UNS kirim tim tanggap bencana ke Palu https://t.co/nTkdyLk5Pm,-4,negative
Bahkan gempa Palu yg memilukan yg tak kalah memilukan dr Lombok...serasa kok seperti hoax saja. Karena berita di luar negeri menyatakan Dead Toll tapi di negeri ini...seakan bencana yg biasa2 saja....aku tak tahu juga...siapa tahu hoax...,-15,negative
Rapat Penggalangan Dana Untuk Korban gempa Palu yang Prakarsai oleh IPNU-IPPNU DAN IPM RANTING SUMURAN Mari Sisihkan Rizqi Kita Untuk Saudara-Saudara Kita di Palu dan https://t.co/0aCOFkcA12,-1,negative
Tiap pagi denger berita di Radio yg memberitai soal gempa Palu ini suka bikin emosi.. yg dibahas gempa Sulawesi as 1 pulau kena semua padahal kaga ,-6,negative
03/10 Penyaluran bantuan bagi korban bencana oleh Tim KKP peduli gempa dan tsunami Palu - Donggala @Skiluwukbanggai #PrayForPalu #PrayforSulteng #PrayforDonggala @HumasBKIPM @rinajanwar2201 @darwis_skipmlb @l3o_Ramagusta @medya1978 https://t.co/sV3qMt6DMd,-4,negative
for INDONESIA ARMY ( INA ARMY ) also can do donate at this link . Data sementara 1.234 orang meninggal akibat gempa 7 4 SR yang mengguncang Donggala dan menyebabkan Tsunami di Palu Sulawesi Tengah.. Bantu donasi dengan klik https://t.co/85cmu8obn7,-11,negative
Setuju banget sama perkataan ini.. Berita gempa di Palu jadi tergeser oleh berita emak emak yang lagi heboh operasi plastik ,-6,negative
Bamsoet: Siapa pun Jadikan Gempa Palu Komoditas Politik Tak Layak Berada di Indonesia! https://t.co/vz2zicAJ1D,-3,negative
Untung aja kagak ada yang bilang kasus #ratnasarumpaet adalah pengalihan isu gempa Palu.,-3,negative
Saya suka video @YouTube https://t.co/xxBbqsImk4 KESAKSIAN PILOT BATIK AIR yang menerbangakan ID6231 SELAMAT DARI GEMPA PALU CAPTAIN,-3,negative
Pantauan Titik Kerusakan Gempa Donggala dan Palu dari Citra Satelit https://t.co/YB5Rv30vqN https://t.co/m5cpEyL3Rx https://t.co/2IYgCYgoNt,-3,negative
Kalian sibuk urus hoax Pak Jokowi sibuk menenangkan &amp; mengatasi masalah masyarakat korban Gempa &amp; Tsunami Palu dsk. #WajahmuPlastik,-8,negative
@saididu @rudiantara_id Siaran Pers @kemkominfo No. 253/HM/KOMINFO/10/2018 Point 5. Hoax potoh gerak cepat relawan FPI evakuasi korban gempa Palu. Konfirmasi dari Sutopo Purwo Nugroho (Kepala Humas BNPB) SIAPAH YANG HOAX??? FPI ato KOMINFO??? https://t.co/cLjIpjRiTR,-3,negative
Cerita Warga Toraja di Palu yang Selamat dari Gempa: https://t.co/71eFdQTWWt via @YouTube,-8,negative
Momen Mengharukan saat Anak Kecil Korban Gempa Tsunami Palu Minta Ikut Naik Mobil Jokowi. https://t.co/1Wuw35x60V lewat @tribunmedan,-3,negative
️La naturaleza no da tregua en #Indonesia: Ayer se registró una #erupción en el #VolcánSoputan ubicado al norte de la Isla de #Sulawesi el volcán se sitúa a unos 563 kms del epicentro del #terremoto de #Palu. #EQVT #Soputan #SoputanVolcano #eruption #gempa #GempaBumi. https://t.co/QOwgywbNfM,-6,negative
KISAH PENGUNGSI DARI PALU: Jualan Roti Sejak 2008 mampu Bangun Rumah Ambruk Digoyang Gempa https://t.co/kNga9eRarz,-2,negative
Diawal 2018 Roy Kiyoshi Menyebut tentang Gempa dan Tsunami di Palu: Saya Melihat akan Ada Air Besar https://t.co/75hVCuTN1p,-1,negative
Gempa bumi dan tsunami meluluhlantak-kan Palu. Kebohongan dan hoax meluluhlantak-lan perjuangan P-S dkk #GotongRoyong #BangunKembali,-5,negative
Perlu Sadar Mitigasi https://t.co/Z2UhQIKqAU ACTNews JAKARTA - Jumat (28/9) petang Donggala dan Palu diguncang gempa. Bermagnitudo 7 4 SR getaran bumi hingga menyebabkan ,-2,negative
Meninggal Berpelukan Anaknya Akibat Gempa Palu Jenazahnya Dikubur Satu Lubang https://t.co/A6ns8vldTd lewat @repelitaonline,-3,negative
Inilah Daftar Berita HOAX Seputar Gempa di Palu yang di lakukan oleh oknum tak bertanggung jawab: https://t.co/qbE8rnYC38 via,-5,negative
@null Cerita Wita Korban Gempa Palu yang Kelaparan 3 Hari di Bandara Gempa dan tsunam https://t.co/7jJ32F9G1a,-5,negative
Halo teman-teman wannable oniel_id punya kang daniel early birthday project buka donasi buat saudara kita yang terkena gempa dan tsunami di palu dan dan donggala jumlah nominal donasi yang terkumpul akan kami sumbangkan atas nama kang #wannaone #KangDaniel cp @ShielaOfficial https://t.co/jJMRVeiQq7,-2,negative
Cerita Wita Korban Gempa Palu yang Kelaparan 3 Hari di Bandara Gempa dan tsunam https://t.co/8HCm81rOWc,-5,negative
@null Cerita Wita Korban Gempa Palu yang Kelaparan 3 Hari di Bandara Gempa dan tsunam https://t.co/XuKbnKgJuQ,-5,negative
@null Cerita Wita Korban Gempa Palu yang Kelaparan 3 Hari di Bandara Gempa dan tsunam https://t.co/4vFIfOA6A6,-5,negative
@null Cerita Wita Korban Gempa Palu yang Kelaparan 3 Hari di Bandara Gempa dan tsunam https://t.co/4xT4HBgHp8,-5,negative
@null Cerita Wita Korban Gempa Palu yang Kelaparan 3 Hari di Bandara Gempa dan tsunam https://t.co/CbAdj12JpU,-5,negative
@null Cerita Wita Korban Gempa Palu yang Kelaparan 3 Hari di Bandara Gempa dan tsunam https://t.co/qaV4o8QQOy,-5,negative
@null Cerita Wita Korban Gempa Palu yang Kelaparan 3 Hari di Bandara Gempa dan tsunam https://t.co/EtryZgmOHL,-5,negative
@null Cerita Wita Korban Gempa Palu yang Kelaparan 3 Hari di Bandara Gempa dan tsunam https://t.co/ys3tjWLeHl,-5,negative
Keji sekali oposisi ini rasanya jijik malah. Ada saudara kita di Palu sana mereka menangis berduka kehilangan saudara krisis kebutuhan sehari hari pasca gempa dan tsunami. Malah membuat gaduh negeri ini. Apa mereka prihatin benar2 dengan saudara kita disana?,-19,negative
@hanumrais @cumarachel Mba disaat negeri lagi berduka Karena gempa di palu mba dan golongannya malah nyebar hoax dimana hati nuraninya?,-9,negative
Warga terdampak gempa di Lombok Utara merasakan betul penderitaan yang dialami warga Palu dan Donggala di Sulawesi Tengah (Sulteng). Alasan tersebut yang menjadi dasar bagi para warga https://t.co/oIcvpiIM8g,-13,negative
sudahlah pemberitaan ttg hoax cukup temen2 di Palu lagi berduka itu sih yg penting liat temen yg kena dampak gempa posting instastory ttg keadaan disana aja masih ga kebayang seberapa susah nya disana,-27,negative
#Repost @palangmerah with get_repost ️️️️️️___________________________________ Mari bersama bantu Warga #Palu &amp; sekitarnya yg terdampak bencana gempa-tsunami di #SulawesiTengah https://t.co/xRs9LfNfeV,-3,negative
yaAllah sedih bgt kl denger/baca cerita2 korban gempa palu,-5,negative
@null Cerita Wita Korban Gempa Palu yang Kelaparan 3 Hari di Bandara Gempa dan tsunam https://t.co/WnG5eGfonC,-5,negative
@sayutiandy @meigui_hikaru @LawanPoLitikJW @RatnaSpaet @shiwie6 @hanumrais Ini apa sih @sayutiandy pak jokowi lagi sibuk buat rakyat yg ada di palu. Maaf ya ga urus ratna yg bikin gaduh semua rakyat. Miris lagi ada musibah gempa juga kalian kaga mikir kata nya waras.,-5,negative
@voaindonesia Ini orang maksudnya apa kenapa maunya apa terus dibayar siapa ? Koq sadis amat bikin hoax nya mengalahkan berita gempa palu. Mohon tangkap dia pejarakan,-22,negative
@jokowi Pak Joko w adalah pemimpin yang hebat cepat dan tanggap dalam menangani bencana gempa dan sunami di Palu Sigi dan Donggala salut sekali pak Joko w presiden yang kerja keras demi rakyatnya,-1,negative
ANAK KORBAN GEMPA INGIN IKUT JOKOWI Sabar ya Nak... Semoga segera dipertemukan dengan keluarga. Bapak Joko Widodo seorang Presiden yang sekali lagi datang ke Palu meninggalkan kesan https://t.co/OCQvog2TNk,-13,negative
Menyebarkan kabar bohong saja bisa kena pasal penjara apalagi yang membuatnya. Jika gempa Palu meluluhlantakan tanah &amp; bangunan fisik sedangkan kabar hoax RS telah menggoyang &amp; meledakan kewarasan akal sehat pemburu kekuasaan di tingkat elit utama,-31,negative
@Arie_Kriting @alvindofelanita Udah jgn bikin api baru jokowi di palu sudah seharusnya sebagai kepala negara prabowo meski tidak disana sudah bilang stop kampanye demi bahu membahu bantu korban gempa. Kita ribut terus eweh kabosen anjing !,-12,negative
Pasca-gempa yang mengguncang Palu dan Donggala Kementerian PUPR menyiapkan belasan alat berat untuk mempercepat proses evakuasi.Selain itu penyediaan air bersih juga menjadi prioritas https://t.co/gqPqOdWmIw,-6,negative
Simak ucapan selamat dari Gus Nur pada pihak2 yg menjadikannya tersangka dan ttg hukum alam yg akan berlaku.. (27 September 2018) sebelum bencana alam Gempa di Donggala Palu Sulteng.. https://t.co/QbkgkKkLut https://t.co/0LMqmTrEKn,-4,negative
Ke palu bantu ribuan korban gempa ga mau katanya takut merepotkan... Giliran direpotin 1org hoax malah Semangat bgt...ADA #WajahmuPlastik,-6,negative
Turut berduka cita yang mendalam atas terjadinya bencana gempa bumi tsunami dan likuifaksi tanah di Donggala dan Palu Provinsi Sulawesi Tengah pada Jum'at 28/09/2018 kemarin. Semoga saudara-saudara kita yang... https://t.co/GBWP82X9S9,-15,negative
@dondihananto Kita juga butuh lebih banyak kisah seperti ini Korban Gempa Lombok Jual Hasil Bumi untuk Warga Palu https://t.co/BlWKbr66yv #BersatuUntukSulteng #BersamaPulihkanSulteng,-5,negative
@agungwirawan100 Bah playing victim lg nih para kampret gak bosen2 basi woyy... emang siapa yg mau ngepung...? Hantu yaa... Indonesia lagi fokus ngurusin gempa di Palu gak penting kali ngurusin si nenok yg tak ada apa2nya itu,-1,negative
@Muhamad07363478 @Alilennon17 @PIPIT_82 @setiabudi_sabar @detikcom Hehehe..ketika pak jokowi bekerja tulus dan sedang membantu korban gempa palu dg tanggung jawab dan ketulusan maka segala fitnah akan berbalik krn Alloh Maha Mengetahui.. Dan Alloh tunjukkan itu.. Apabila masih ingkar dg kuasa Alloh.. Bertaubatlah,-11,negative
Terharu Bocah Ini Korban Gempa Palu Ingin Ikut Jokowi https://t.co/01GzlAd2Ts lewat @rayapos,-3,negative
Semoga Kota Palu dan sekitar yang terkena dampak gempa dan tsunami bisa cepat pulih korban meninggal khusnul khatimah akse Amin ya Allah. Jujur aja kalo udh ngomongin Palu saya bingung mau respon gmana. Intinya Tuhan punya kuasa kita manusia lak https://t.co/OjOaWVp91p,-1,negative
Rabu 3 Oktober 2018 relawan Tzu Chi memberikan perhatian dan santunan dukacita kepada 37 korban gempa Palu yang dirawat di RS Dr. Wahidin Sudirohusodo Makassar Sulawesi Selatan. Santunan dukacita diberikan... https://t.co/iHq4jfFR75,-6,negative
Kisah Korban Gempa Palu Asal Jatim yang Selamat Pilih Ngungsi ke Hutan https://t.co/db6oKbOeWE,-5,negative
Potret kondisi Palu dimata korban gempa: Sekarang siapa kuat dia menang. https://t.co/iwsM5mKzZB,-9,negative
@detikcom Link lagu untuk kota palu !! https://t.co/eymDwzvg9f Mari Kita doakan saudara kita yang tertimpa musibah Gempa &amp; tsunami di kota palu - Sulteng !! Semoga Saudara kita di sana di beri ketabahan !! Aamiin ya robbal Aalamiin *Salam Musik Indonesia *,-6,negative
#paska_gempa_palu hari kedua tepatnya Sabtu 29 / 09 / 2018 Ada sisi lain yang tak terduga..!? Sebelumnya saya mengajak untuk tetap berfikiran positif mungkin saja Ada yang terjebak oleh kebutuhan yang semakin... https://t.co/zm8o2FyVTJ,-15,negative
Cerita Aktor Ray Sahetapy yang Tak Kuat Teringat Kampung Halaman Karena Gempa Palu-Donggala https://t.co/4RqDrArhOr,-5,negative
Jam segini baru ketemu kasur mayanlah yg penting korban gempa di palu bisa terdata dan bisa kembali berkumpul dgn keluarga,-3,negative
@mohmahfudmd Perduli itu sama korban gempa tsunami di palu jangan sama orang yang abis oprasi plastik,-5,negative
itu Izrael yg korban gempa Palu kalo bisa diadopsi gue beneran mau ngadopsi dah asli. kuat banget itu pemikiran anak kecil bisa kaya gitu,-8,negative
@bibibcabul @PartaiSocmed @RyanPenggemar @prabowo Ngga sob publik lg berduka atas gempa palu dan donggala,-3,negative
Kisah Keluarga Asal Mojokerto yang Selamat Saat Gempa Dahsyat di Palu https://t.co/ApanZUUEJB,-5,negative
Seketika sosmed di banjiri berita tentang ibu ratna lalu bagaimana dengan korban bencana gempa yang di palu di abaikan begitu saja heran deh,-14,negative
@jokowi Mantap bapak president kita yang turut peduli gempa &amp; tsunami di palu,-1,negative
Selain banyak korban gempa dan tsunami palu banyak juga yg jadi korban hoax si RS. Sudahlah!! Marilah bersatu tanggalkan perbedaan pilihan politik mari saling bahu membahu untuk membangkitkan gairah/semangat korban bencana palu dan sekitarnya.,-15,negative
Barulah kemudian msk ke sesarnya. Sesar di palu ini adl sesar transform (geser) yg menghasilkan gempa2 dangkal. Dr peta zonasi gempa yg dibuat PU jg udh kelihatan dia di zona merah. Bahkan sdh bs dihitung magnitude maxnya brp. Dan bukan kali pertama gempa+tsunami menghantam Palu. https://t.co/b0qohqHAWJ,-2,negative
3 OKT: PALU - Presiden Indonesia Joko Widodo melawat daerah Petobo di Palu kawasan yang teruk terjejas semasa gempa bumi dan tsunami pada Jumaat lalu. Gempa bumi 7.5 magnitud menyebabkan longsoran tanah di daerah... https://t.co/jvMcpq9Cgo,-8,negative
INFO LAYANAN SOSIAL Bagi yang membutuhkan informasi dan layanan anak lansia dan juga disabilitas korban bencana gempa dan tsunami di Sulawesi Tengah silakan datang ke Posko Rehabilitasi Sosial Kemensos di BRSPDI Nipotowe Kota Palu. #SultengBangkit #BersatuUntukSulteng https://t.co/oOL4AT9xkH,-14,negative
semoga semua korban gempa Palu malam ini dikasih tidur yg nyenyak. Semua tim jg diksh kesehatan biar proses evakuasi berjalan lancar sampai selesai. #PrayforPalu,-7,negative
Kisah Dramatis Pasutri Mojokerto Selamat dari Gempa Tsunami Palu Hingga Bisa Balik Kampung Halaman https://t.co/vz11MJRAQi via @TribunJatim,-3,negative
@fadhilah5377 @Black_Widower @sampiere1 @ngopibarengkita @ABALONTELCALMAR @BudiTyas @Dahnilanzar @odeylogi Wkkwkkwkw kok pilih presiden yg gampang diboongin nenek2... Wkwkkwkw... Pilih presiden tuh yg kerja dong gan... Lg di palu nih skrg mikirin korban gempa... Jagoan abang kan rang kayah sewa jet kek bantu korban gempa kayak Datuk Sri Tahir...,-7,negative
Hari pertama tim kemanusiaan Bosowa Peduli Gempa dan Tsunami Palu Donggala (Sulteng). Datang menggunakan pesawat Hercules TNI AU setiba di Bandara Palu tim bergegas menuju Posko Bosowa Peduli dan membuka... https://t.co/Pbw9gMUEn2,-15,negative
Hari pertama tim kemanusiaan Bosowa Peduli Gempa dan Tsunami Palu Donggala (Sulteng). Datang menggunakan pesawat Hercules TNI AU setiba di Bandara Palu tim bergegas menuju Posko Bosowa https://t.co/hNOpTgmDDA,-15,negative
Belum sempat selesai gempa tsunami di Palu Indonesia Ribut yang melanda Klang semalam ada lagi petanda lain yang muncul. Ianya agak luarbiasa daripada hal-hal aneh yang muncul sewaktu https://t.co/5kaJyprIH4,-24,negative
Timeline isinya Ratna Sarumpaet dan Bapak Jokowi. Tweet soal Ratna Sarumpaet bikin ketawa geli. Tapi tweet tentang pak Jokowi yang kunjungi korban gempa di Palu mengiris hati &lt;/3,-4,negative
@jokoanwar Indeed bang. Ga ada adu strategi ideologi. Boro2. Lagi ada gempa di Palu pun masih ada aja yg sounding drama murahan ky RS ini. Kalau kata Michael Corleone Only don't tell me you're innocent because it insults my intelligence ,-7,negative
Inilah Daerah Asal 175 Pengungsi Gempa Palu dan Donggala yang Malam ini Tiba di Bandara Juanda https://t.co/OiqoHk0ssx,-5,negative
Hingga Kini Gempa Masih Terus Terjadi Pasha Ungu Minta Istrinya Tinggalkan Palu karena Sudah Ada Penerbangan Keluar Sulawesi Begini Jawaban Adelia https://t.co/FUw2anhDKI,-3,negative
MUHASABAH..... Mengenang musibah bencana alam tsunami dan gempa bumi yang menimpa saudara-saudara kita di PALU dan NTT...... Saudaraku...masihkah kita mengeluh karena hidup yang miskin....?coba lihat saudara... https://t.co/ojteDbWcAh,-20,negative
I liked a @YouTube video https://t.co/9c20gU2iuD KESAKSIAN PILOT BATIK AIR yang menerbangakan ID6231 SELAMAT DARI GEMPA PALU CAPTAIN,-5,negative
